datetime,price
2017-10-18 00:00:00 UTC,0.0227531830361496
2017-10-19 00:00:00 UTC,0.0226399439314463
2017-10-20 00:00:00 UTC,0.0257200328339097
2017-10-21 00:00:00 UTC,0.0242567433594015
2017-10-22 00:00:00 UTC,0.0236515656929645
2017-10-23 00:00:00 UTC,0.0221603390905297
2017-10-24 00:00:00 UTC,0.0233108792400874
2017-10-25 00:00:00 UTC,0.023071983407365
2017-10-26 00:00:00 UTC,0.0228154215378885
2017-10-27 00:00:00 UTC,0.0228354144643471
2017-10-28 00:00:00 UTC,0.022376107933512
2017-10-29 00:00:00 UTC,0.0244269796548713
2017-10-30 00:00:00 UTC,0.0243706322319125
2017-10-31 00:00:00 UTC,0.0259668746783744
2017-11-01 00:00:00 UTC,0.0198625449822412
2017-11-02 00:00:00 UTC,0.0182913284929255
2017-11-03 00:00:00 UTC,0.019633363888859
2017-11-04 00:00:00 UTC,0.0187830360400416
2017-11-05 00:00:00 UTC,0.0189661336793736
2017-11-06 00:00:00 UTC,0.0192062686656764
2017-11-07 00:00:00 UTC,0.0192063244971055
2017-11-08 00:00:00 UTC,0.0216916424245304
2017-11-09 00:00:00 UTC,0.0281428028171882
2017-11-10 00:00:00 UTC,0.0233953778952816
2017-11-11 00:00:00 UTC,0.0235715102595003
2017-11-12 00:00:00 UTC,0.0210259914828691
2017-11-13 00:00:00 UTC,0.0215325630598325
2017-11-14 00:00:00 UTC,0.0222337868458992
2017-11-15 00:00:00 UTC,0.0220860695734029
2017-11-16 00:00:00 UTC,0.0230348557489959
2017-11-17 00:00:00 UTC,0.0219801279447607
2017-11-18 00:00:00 UTC,0.0224982921762321
2017-11-19 00:00:00 UTC,0.0236000648330617
2017-11-20 00:00:00 UTC,0.0255656912968391
2017-11-21 00:00:00 UTC,0.0243651362660322
2017-11-22 00:00:00 UTC,0.024305712643783
2017-11-23 00:00:00 UTC,0.0235815593490092
2017-11-24 00:00:00 UTC,0.0238965675718392
2017-11-25 00:00:00 UTC,0.0256581004127398
2017-11-26 00:00:00 UTC,0.0323130634532174
2017-11-27 00:00:00 UTC,0.0424091830795381
2017-11-28 00:00:00 UTC,0.101876058179236
2017-11-29 00:00:00 UTC,0.078173094670349
2017-11-30 00:00:00 UTC,0.104281476239363
2017-12-01 00:00:00 UTC,0.110021988247611
2017-12-02 00:00:00 UTC,0.113756064477216
2017-12-03 00:00:00 UTC,0.111163256238932
2017-12-04 00:00:00 UTC,0.11487073747849
2017-12-05 00:00:00 UTC,0.110974436405241
2017-12-06 00:00:00 UTC,0.109377409102095
2017-12-07 00:00:00 UTC,0.0964079579581261
2017-12-08 00:00:00 UTC,0.101811552232724
2017-12-09 00:00:00 UTC,0.103676220826965
2017-12-10 00:00:00 UTC,0.0941227038302295
2017-12-11 00:00:00 UTC,0.102040795881574
2017-12-12 00:00:00 UTC,0.113753672385777
2017-12-13 00:00:00 UTC,0.113490765210945
2017-12-14 00:00:00 UTC,0.184288650442301
2017-12-15 00:00:00 UTC,0.185123093221277
2017-12-16 00:00:00 UTC,0.347224826622224
2017-12-17 00:00:00 UTC,0.405079537137534
2017-12-18 00:00:00 UTC,0.430181396288563
2017-12-19 00:00:00 UTC,0.462710322903466
2017-12-20 00:00:00 UTC,0.414374538530281
2017-12-21 00:00:00 UTC,0.419822661070254
2017-12-22 00:00:00 UTC,0.349652006313311
2017-12-23 00:00:00 UTC,0.367863096835734
2017-12-24 00:00:00 UTC,0.342970554341615
2017-12-25 00:00:00 UTC,0.357687585405883
2017-12-26 00:00:00 UTC,0.379274580232386
2017-12-27 00:00:00 UTC,0.361829849611094
2017-12-28 00:00:00 UTC,0.35967899080707
2017-12-29 00:00:00 UTC,0.454462192821883
2017-12-30 00:00:00 UTC,0.565263335162379
2017-12-31 00:00:00 UTC,0.639581637366671
2018-01-01 00:00:00 UTC,0.621843480311752
2018-01-02 00:00:00 UTC,0.6692611714769
2018-01-03 00:00:00 UTC,0.895428425296352
2018-01-04 00:00:00 UTC,0.977149148659334
2018-01-05 00:00:00 UTC,0.896018617564375
2018-01-06 00:00:00 UTC,0.909285708106993
2018-01-07 00:00:00 UTC,0.874583442479049
2018-01-08 00:00:00 UTC,0.786925368209646
2018-01-09 00:00:00 UTC,0.725979102013557
2018-01-10 00:00:00 UTC,0.682726515950275
2018-01-11 00:00:00 UTC,0.604185337190425
2018-01-12 00:00:00 UTC,0.789570441700608
2018-01-13 00:00:00 UTC,0.768806271633699
2018-01-14 00:00:00 UTC,0.69021723514306
2018-01-15 00:00:00 UTC,0.670582525504604
2018-01-16 00:00:00 UTC,0.520224681762088
2018-01-17 00:00:00 UTC,0.532956215047004
2018-01-18 00:00:00 UTC,0.548726217017153
2018-01-19 00:00:00 UTC,0.54476044516596
2018-01-20 00:00:00 UTC,0.600606540858591
2018-01-21 00:00:00 UTC,0.513197268792417
2018-01-22 00:00:00 UTC,0.474204660422987
2018-01-23 00:00:00 UTC,0.45892437966174
2018-01-24 00:00:00 UTC,0.504284373434666
2018-01-25 00:00:00 UTC,0.516310300994754
2018-01-26 00:00:00 UTC,0.499289039784416
2018-01-27 00:00:00 UTC,0.503201200724868
2018-01-28 00:00:00 UTC,0.507535783551425
2018-01-29 00:00:00 UTC,0.478628654192193
2018-01-30 00:05:21 UTC,0.47480132225415
2018-01-31 00:00:00 UTC,0.404551630037582
2018-02-01 00:00:00 UTC,0.402136263083182
2018-02-02 00:00:00 UTC,0.329330081223593
2018-02-03 00:00:00 UTC,0.321012013250987
2018-02-04 00:00:00 UTC,0.359511722570915
2018-02-05 00:00:00 UTC,0.317768636738287
2018-02-06 00:00:00 UTC,0.250492487469405
2018-02-07 00:00:00 UTC,0.290677957456069
